13313	234	349	259	378	1

#JUMP WALK RIGHT & LEFT
13417	915	349	938	378	1
13413	105	349	128	378	1

#JUMP RUN RIGHT & LEFT
13427	758	350	783	377	1
13423	260	350	285	377	1

#SIT RIGHT & LEFT 
13521	942	359	965	378	1
13511	78	359	101	378	1

#BRACE RIGHT & LEFT 
13621	688	347	705	378	1
13611	338	347	355	378	1

#KICK_LEFT & KICK_RIGHT 
13640	940	383	963	412	1
13641	80	383	103	412	1

#LEFT FLY
13650	260	350	285	377	1
13651	286	350	311	377	1
13652	312	350	337	377	1
#RIGHT FLY
13653	758	350	783	377	1
13654	732	350	757	377	1
13655	706	350	731	377	1

#LEFT GLIDE
13660	52	350	75	377	1
13661	130	350	153	377	1
#RIGHT GLIDE
13662	968	350	991	377	1
13663	890	350	913	377	1

#ATTACK RIGHT
13670	645	349	668	378	1
13671	670	349	687	378	1
13672	375	349	398	378	1
#ATTACK LEFT
13680	356	349	373	378	1
13681	400	349	417	378	1

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
400	11121	100
401	11111	100

#WALKING RIGHT & LEFT 
500	11121	100	11222	100	11223	100
501	11111	100	11212	100	11213	100

#RUNNING RIGHT & LEFT
600	11321	50	11322	50	11323	50
601	11311	50	11312	50	11313	50

#JUMP WALK
700	11417	100
701	11413	100

#JUMP RUN
800	11427	100
801	11423	100

#SIT RIGHT & LEFT 
900	11521	100
901	11511	100

#BRACE RIGHT & LEFT 
1000	11621	100
1001	11611	100

#KICK_LEFT & KICK_RIGHT BIG
1103	11640	100
1104	11641	100

#DIE
999	13001	100

#HOLD LEFT BIG
10001	11701	100	11702	100	11703	100

#HOLD RIGHT BIG
10002	11704	100	11705	100	11706	100

################### SMALL #################
1100	12121	100
1102	12111	100


#WALK LEFT & RIGHT 
1200	12121	100	12222	100	12223	100
1201	12111	100	12212	100	12213	100

#RUN LEFT & RIGHT
1300	12321	100	12322	100	12323	100
1301	12311	100	12312	100	12313	100

#BRACE LEFT & RIGHT
1401	12511	100
1400	12521	100

#JUMP WALK
1500	12413	100
1501	12417	100

#JUMP RUN 
1601	12427	100
1600	12423	100

#KICK_LEFT & KICK_RIGHT SMALL
1105	12433	100
1106	12437	100

################### RACCOON #################
2100	13121	100
2102	13111	100


#WALK RIGHT & LEFT
2200	13121	100	13222	100	13223	100
2201	13111	100	13212	100	13213	100

#RUN LEFT & RIGHT
2300	13321	100	13322	100	13323	100
2301	13311	100	13312	100	13313	100

#BRACE LEFT & RIGHT
2401	13621	100
2400	13611	100

#JUMP WALK
2500	13417	100
2501	13413	100

#JUMP RUN 
2601	13423	100
2600	13427	100

#SIT RIGHT & LEFT 
2103	13521	100
2104	13511	100

#KICK_LEFT & KICK_RIGHT 
2105	13640	100
2106	13641	100

#ATTACKING_RIGHT & LEFT
2700	13670	70	13671	70	13672	70	13681	70	13670	70
2701	13672	70	13680	70	13670	70	13681	70	13672	70

#FLY_RIGHT 
2800	13653	100	13654	100	13655	100
2801	13650	100	13651	100	13652	100

#GLIDE RIGHT
2900	13662	100	13663	100
2901	13660	100	13661	100

#HOLD LEFT SMALL
10003	12501	100	12502	100

#HOLD RIGHT SMALL
10004	12503	100	12504	100
