18	2440	336	16	16	1	220011	-1	-1
18	2458	336	16	16	1	220012	-1	-1


#BLACK GRASS
18	2347	400	16	16	2	220000	-1	220001
18	2410	400	16	16	1	220003	-1	-1
18	2362	384	16	16	1	220002	-1	-1
18	2362	368	16	16	1	220002	-1	-1
18	2362	352	16	16	1	220002	-1	-1
18	2362	336	16	16	1	220002	-1	-1
18	2396	368	16	16	1	220003	-1	-1
18	2378	334	16	16	1	220003	-1	-1
18	2394	384	16	16	2	220000	-1	220001
18	2380	352	16	16	2	220000	-1	220001
18	2362	320	16	16	2	220000	-1	220001

18	2520	400	16	16	2	220000	-1	220001
18	2538	368	16	16	2	220000	-1	220001
18	2538	384	16	16	1	220002	-1	-1
18	2554	400	16	16	1	220003	-1	-1
18	2554	384	16	16	1	220003	-1	-1


#GRASS
18	64	336	16	16	3	200007	200007	200007
18	112	400	16	16	2	200007	-1	200007
18	2080	400	16	16	2	200007	-1	200007

18	2113	400	16	16	3	200000	200006	200002
18	2160	400	16	16	1	200004	-1	-1	
18	2128	384	16	16	3	200003	200005	200001
18	2128	368	16	16	2	200000	-1	200001

#DECOR
18	16	288	32	16	1	54100	-1	-1
18	416	304	32	16	1	54100	-1	-1
18	160	256	32	16	1	54100	-1	-1
18	224	400	32	16	1	54100	-1	-1
18	704	272	32	16	1	54100	-1	-1
18	544	272	32	16	1	54100	-1	-1
18	1056	272	32	16	1	54100	-1	-1
18	896	304	32	16	1	54100	-1	-1
18	1152	336	32	16	1	54100	-1	-1
18	1328	384	32	16	1	54100	-1	-1
18	1456	288	32	16	1	54100	-1	-1
18	1568	288	32	16	1	54100	-1	-1
18	1632	352	32	16	1	54100	-1	-1
18	1856	352	32	16	1	54100	-1	-1
18	1152	336	32	16	1	54100	-1	-1
18	1920	272	32	16	1	54100	-1	-1
18	2120	289	16	16	3	54000	54001	54002
18	2120	305	16	16	3	54000	54001	54002

#SMAll CLOUD
18	96	312	32	16	1	54101	-1	-1
18	384	392	32	16	1	54101	-1	-1
18	496	376	32	16	1	54101	-1	-1
18	672	344	32	16	1	54101	-1	-1
18	800	328	32	16	1	54101	-1	-1
18	928	392	32	16	1	54101	-1	-1
18	1168	408	32	16	1	54101	-1	-1
18	1264	264	32	16	1	54101	-1	-1
18	1376	328	32	16	1	54101	-1	-1
18	1440	392	32	16	1	54101	-1	-1
18	1664	312	32	16	1	54101	-1	-1
18	1728	408	32	16	1	54101	-1	-1
18	1776	280	32	16	1	54101	-1	-1
18	2000	312	32	16	1	54101	-1	-1




# MARIO
0	30	250



#Platform - Ground
5	8	352	16	16	10	70001	70002	70003	1
5	8	368	16	16	10	70004	70005	70006	1
5	8	384	16	16	10	70004	70005	70006	1
5	8	400	16	16	10	70004	70005	70006	1
5	8	416	16	16	10	70004	70005	70006	1
5	8	432	16	16	10	70004	70005	70006	1
5	8	448	16	16	10	70004	70005	70006	1
5	8	464	16	16	10	70004	70005	70006	1
5	8	480	16	16	10	70004	70005	70006	1
5	8	496	16	16	10	70004	70005	70006	1
5	8	512	16	16	10	70004	70005	70006	1
5	8	528	16	16	10	70004	70005	70006	1
5	8	544	16	16	10	70004	70005	70006	1
5	8	560	16	16	10	70004	70005	70006	1
5	8	576	16	16	10	70004	70005	70006	1
5	8	592	16	16	10	70004	70005	70006	1

5	1968	368	16	16	3	70001	70002	70003	1
5	1968	384	16	16	3	70004	70005	70006	1

5	1920	400	16	16	9	70007	70008	70009	1
5	1920	416	16	16	9	70010	70011	70012	1

5	2064	416	16	16	32	71000	72000	73000	1


#STRIPED BRICK
17	2032	240	0
17	2032	256	0
17	2032	272	0
17	2032	288	0
17	2032	304	0
17	2032	320	0
17	2032	336	0
17	2032	352	0
17	2032	368	0
17	2032	384	0

#COIN
4	337	304
4	353	304
4	369	304
4	417	272
4	433	272
4	449	272
4	770	304	
4	786	304
4	802	304
4	850	272	
4	866	272
4	882	272
4	1329	289	
4	1345	289
4	1361	289

4	1505	272
4	1505	288
4	1505	304
4	1505	320
4	1505	336
4	1505	352
4	1505	368
4	1505	384

4	1889	305
4	1905	305
4	1921	305

# GOLD Brick
1	224	352	0
1	240	352	0
1	256	352	0
1	272	352	0
1	384	336	0
1	400	336	0
1	416	336	0
1	432	336	0
1	448	336	0

1	608	288	1
1	624	288	1
1	640	288	3
1	656	288	1

1	640	368	0
1	656	368	0
1	752	320	0
1	752	336	0
1	752	352	0
1	752	368	0
1	768	368	0
1	784	368	0
1	800	368	0

1	864	336	0
1	864	352	0
1	864	368	0
1	864	384	0
1	880	384	0
1	896	384	0

1	944	336	0
1	944	352	0
1	960	352	5

1	992	352	-1
1	1008	352	4
1	1024	352	1
1	1040	352	1
1	1056	352	1
1	1072	352	1

1	960	400	1
1	976	400	1
1	992	400	1
1	1008	400	1

1	1152	384	0
1	1168	384	0
1	1184	384	0
1	1200	384	0
1	1216	384	0

1	1264	368	1
1	1280	368	1

1	1184	304	1
1	1200	304	1
1	1216	304	1
1	1232	304	1
1	1232	288	3

1	1392	304	1
1	1408	304	1
1	1424	304	1

1	1536	288	4
1	1536	304	0

1	1536	368	0
1	1536	384	0
1	1536	400	1
1	1552	400	1
1	1568	400	1
1	1584	400	1

1	1728	288	0
1	1728	304	0
1	1728	320	0

1	1776	368	1
1	1792	368	1
1	1808	368	1

#LIFT
24	450	320	240
24	612	352	432
24	644	304	454
24	676	400	476
24	844	336	624
24	1160	384	900
24	1282	320	1012
24	1458	352	1248
24	1490	336	1280
24	1634	304	1390
24	1806	384	1600
24	1838	336	1632
24	1854	416	1648

#PIPE
11	1945	352	1
11	1945	377	4
11	2201	392	0

#Koopas
3	1050	327	800	2
3	1984	312	1600	2
#Red paragoomba
26	1872	340	1500

#Item card
23	2456	335
#boomerangbrother
25	2095	364	2000

50	2600	395	2616	410	1
